Epoch,Loss,Validation Loss,Accuracy,Validation Accuracy
1,0.2751835584640503,0.10375234484672546,0.927049994468689,0.9696000218391418
2,0.07976436614990234,0.06014958396553993,0.9782500267028809,0.9811000227928162
3,0.049321264028549194,0.04975172132253647,0.986549973487854,0.9842000007629395
4,0.035678766667842865,0.044961702078580856,0.9904333353042603,0.9855999946594238
5,0.02594165690243244,0.039577797055244446,0.9930499792098999,0.9868999719619751
